bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
1082,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. root cause analysis pending. needs developer review. intermittent,Database,Medium,True,1833.0
854,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. root cause analysis pending. needs developer review. related with memory bug,Database,Low,True,973.0
1372,Lag noticed when through data tables.,Detailed bug description for lag noticed when scrolling through large data tables. root analysis pending. needs developer review. related issue with query enhancement,Performance,Low,True,1138.0
302,Tooltip not on for icons.,Detailed bug description for tooltip not appearing hover for icons. root cause analysis pending. needs developer review. related bug with critical failure,UI,Low,True,721.0
1503,Page load exceeds 10 seconds on product listing page.,Detailed bug description for page time exceeds 10 seconds on product listing page. root cause analysis pending. needs developer review. related issue with error outage,Performance,Medium,False,
1045,Database connection pool during traffic.,Detailed bug description for database connection pool exhausted during peak traffic. root cause analysis pending. needs developer review. outage,Database,Medium,True,1964.0
1392,Excessive network calls during dashboard rendering.,Detailed bug description excessive network calls during dashboard root cause analysis pending. needs developer review. intermittent error,Performance,Medium,True,969.0
46,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on devices. root cause analysis pending. needs developer review. related issue with memory intermittent error,UI,Medium,True,99.0
1190,Deadlock detected while committing transaction.,Detailed bug description for detected while committing transaction. root cause analysis pending. needs developer review. related issue with error intermittent error,Database,Medium,True,790.0
764,Timeout error while processing batch job.,Bug description for timeout error while processing batch job. root cause analysis pending. needs developer review. non-blocking,Backend,Medium,True,924.0
1903,User session not invalidated event.,Detailed bug description for user session not invalidated after logout event. root cause analysis pending. developer review. system crash,Security,High,False,
